13514\ISANA SECURITY SERVICES SARL\SERVICES\CD/KNG/RCCM/24-B-03933\KINSHASA    -    Kinshasa\02, AV. BAS-CONGO, Q/ DU LIVRE, C/ GOMBE, V/ ET P/ KINSHASA\+243851081304\info@isana.security.cd\15-04-2025
13519\SURUR COMPAGNIE BUSINESS SARL\COMMERCE\CD/KNG/RCCM/23-B-01374\KINSHASA    -    Kinshasa\26. AV. WATSA , Q/YOLO NORD 1 , C/KALAMU , V/KINSHASA, P/KINSHASA\+243827076753\vemsbolema@gmail.com\15-04-2025
13486\MAYOMBO MULTISERVICES SARL\COMMERCE\CD/KNG/RCCM/22-B-02990\KINSHASA    -    Kinshasa\AV/ MUTOMBO KATSHI, IMM. KAVALY CENTER, LOC B14, C/GOMBE, V/ ET P/KINSHASA\0858006111\papymbondo170@gmail.com\15-04-2025
11264\CONGO BLEU SARL\FOURNITURES DES EXPLOSIFS , SERVICES DE TIRS ET DYNAMITAGE EN MINE\CD/LSH/RCCM/19-B-00521\LUBUMBASHI    -    Haut-Katanga\696, AV. LAC KIPOPO, Q/ KALUBWE,C/ ET V/ LUBUMBASHI, P/ HAUT-KATANGA\0994935390\rodrigue.kasongo@congobleu.com\15-04-2025
13536\CONGO SOLUTIONS GROUP SARL\EXPLOITATION MINIERE\CD/KNG/RCCM/25-B-00605\KINSHASA    -    Kinshasa\10, AV/MAMA SESE, Q/ BINZA-PIGEON, C/ NGALIEMA, V/ ET P/KINSHASA\+243822715817\k.raymond@congo-solutions-group.com\15-04-2025
12225\ROSAIRE SERVICES SARL\FOURNITURE DES BIENS ET SERVICES\CD/LSH/RCCM/20-B-00759\LUBUMBASHI    -    Haut-Katanga\26, AV.DU CUIVRE, Q/ MAKOMENO, C/ ET V/ LUBUMBASHI, P/ HAUT-KATANGA\+243970541273\rosairessarl@gmail.com\15-04-2025
13525\BASE TECHNIQUE POUR CONSTRUIRE LE CONGO SARL\SERVICES\CD/KWZ/RCCM/25-B-00067\KOLWEZI    -    Lualaba\734 AV. SENDWE , C/ DILALA , V/KOLWEZI  ; P/ LUALABA\0819944517\pmbuya22@gmail.com\15-04-2025
10442\J&S CREW SARL\HÔTELLERIE, RESTAURATION, CAFÉ\CD/LSH/RCCM/22-B-01899\LUBUMBASHI    -    Haut-Katanga\151, AV.MPOLO, Q/ KALUBWE, C/ ET V/ LUBUMBASHI, P/ HAUT-KATANGA\+243859016669\merlinkamanda2013@gmail.com\15-04-2025
13480\BASISILUA ET HULEM BUSINESSE WORLD SARL\COMMERCES\CD/KNG/RCCM/24-B-00706\KINSHASA    -    Kinshasa\7A, AV. LOKOLAMA, Q/ MATONGE II, C/ KALAMU, V/ ET P/ KINSHASA\0810561284\hulem87@gmail.com\15-04-2025
12609\ATMOSPHÈRE CÉLESTE SARL\GESTION DES HYDROCARBURES, FOURNITURE DES SERVICES\CD/LSH/RCCM/21-B-01501\LUBUMBASHI    -    Haut-Katanga\04, AV. KILOMETRES DU PEAGE ROUTE LIKASI LUAMBO , C/ ANNEXE, V/ LUBUMBASHI, P/ HAUT-KATANGA\+243999175513\akhim1982@gmail.com\15-04-2025
12226\OBJECTIF MINING AND SERVICES SARL\EXPLOITATION MINIERE\CD/LSH/RCCM/23-B-02020\LUBUMBASHI    -    Haut-Katanga\26,  AV.DU CUIVRE, Q/MAKOMENO C/ ET V/LUBUMBASHI , P/ HAUT-KATANGA\+243970541273\objectifminingandservices@gmail.com\15-04-2025
11871\MANTRA KRUNAL JADAV SARL\COMMERCE\CD/LSH/RCCM/23-B-01945\LUBUMBASHI    -    Haut-Katanga\93, AV. MANIEMA, Q/ MAKUTANO, C/ ET V/LUBUMBASHI, P/ HAUT-KATANGA\+243824003334\samuelwembo65@gmail.com\15-04-2025
4724\ETABLISSEMENTS BELISIM\SERVICES\CD/LSH/RCCM/19A-00614\LUBUMBASHI    -    Haut-Katanga\259, AV/LIBERATION, Q/GOLF, C/ ET V/LUBUMBASHI, P/HAUT-KATANGA\+243853011111\dovicmwepu1@gmail.com\15-04-2025
13208\JONGEA GROUP SARL\SERVICES\CD/L'SHI/RCCM/14-B-1286\LUBUMBASHI    -    Haut-Katanga\3012 AV/KILOBELOBE, Q/BEL AIR, C/KAMPEMBA, V/LUBUMBASHI, P/HAUT-KATANGA\+243 843 124 461\jongeagroup@gmail.com\15-04-2025
9959\SOILS WATERS AIR AND MINERALS TECHNOLOGIES SARL\RECHERCHE\CD/LSH/RCCM/23-B-01363\LUBUMBASHI    -    Haut-Katanga\55, AV/DES CHERCHEURS,Q/CRAA, C/ ET V/LUBUMBASHI,P/HAUT-KATANGA\+243811688178\info.swam.tech@gmail.com\15-04-2025
12764\SOCIETE D'INGENIERIE D'INSTALLATION DU CONGO SARL\CONSTRUCTION ET GENIE CIVIL\CD/LSH/RCCM/24-B-01788\LUBUMBASHI    -    Haut-Katanga\03, AV. CHEMIN PUBLIC, Q/ JOLI SITE, C/ ANNEXE, V/ LUBUMBASHI, P/ HAUT-KATANGA\+243811540730\Manengjoel@gmail.com\15-04-2025
13142\EMMANUEL SERVICES BUSINESS SARLU\SERVICES\CD/LSH/RCCM/21-B-00110\LUBUMBASHI    -    Haut-Katanga\25, AV/ LUANO, Q/ HEWA BORA, C/ KAMPEMBA, V/ LUBUMBASHI, P/ HAUT-KATANGA\+243818444377\emmanuelservbusiness@gmail.com\15-04-2025
12977\LUALABA INNOVATION SARL\CONSTRUCTION, VENTE DES MATÉRIAUX DE CONSTRUCTION\CD/LSH/RCCM/20-B-00509\LUBUMBASHI    -    Haut-Katanga\153,AV.KASANGULU, Q/GAMBELA,C/LUBUMBASHI, V/LUBUMBASHI, P/ HAUT-KATANGA\+243 822 989 614\Lauriekatende33@gmail.com\15-04-2025
13131\RDC NBB SARLU\SERVICES\CD/LSH/RCCM/24-B-01231\LUBUMBASHI    -    Haut-Katanga\65 AV. BLVD KATUBA , C/KATUBA, V/LUBUMBASHI, P/HAUT-KATANGA\0993244966\nbbrdc@gmail.com\15-04-2025
13121\GROUPE  KTN SARL\TRANSPORT, LOGISTIQUE\CD/LSH/RCCM/24-B-02059\LUBUMBASHI    -    Haut-Katanga\1, AV. LAURA NKONGE, Q/ KABULAMENSHI, C/ANNEXE, V/LUBUMBASHI, P/ HAUT-KATANGA\+243827516899\info@groupektn.com\15-04-2025
13141\AM TSHABANGU GENERAL DEALERPTY SARLU\SERVICES\CD/LSH/RCCM/24-B-02108\LUBUMBASHI    -    Haut-Katanga\77,  AV.KABALO, Q/MAKUTANO, C/ LUBUMBASHI, V/ LUBUMBASHI ,P/HAUT-KATANGA\0995431769\info@amtshabangu.co.za\15-04-2025
13134\TELLURIC HOLDING SARL\FOURNITURES DES REACTIFS ET MULTI- SERVICES\CD/KNG/RCCM/24-B-04243\LUBUMBASHI    -    Haut-Katanga\16, AV. COTEAU,  Q/ PETIT-PONT , C/ GOMBE, V/ KINSHASA , P/ KINSHASA\+243856779800\m.mukendi597@gmail.com\15-04-2025
13117\NEEMA BARAKA SARLU\TOURISME\CD/LSH/RCCM/24-B-01604\LUBUMBASHI    -    Haut-Katanga\96, AV. KASAI, Q/ MAKUTANO, C/ LUBUMBASHI, V/ LUBUMBASHI, P/ HAUT-KATANGA\0814069352\gionnelbadia@gmail.com\15-04-2025
13154\GROUPE DAX MKM SARL\SERVICES\CD/LSH/RCCM/23-B-01706\LUBUMBASHI    -    Haut-Katanga\04, AV/ MUKUNTO, Q/ PLATEAU KARAVIA, C/ ANNEXE, V/ LUBUMBASHI, P/ HAUT-KATANGA\0812716067\jmarc.mwamba@daxmkm.com\15-04-2025
13162\YA KWETU SERVICES SARL\SERVICES\CD/LSH/RCCM/24-B-01800\LUBUMBASHI    -    Haut-Katanga\02, AV/ KASEBA, Q/ GAMBELA, C/ ET V/ LUBUMBASHI, P/ HAUT-KATANGA\0842047448\yakwetuservices@gmail.com\15-04-2025
13163\MKB DESIGN SARL\SERVICES\CD/LSH/RCCM/24-B-00911\LUBUMBASHI    -    Haut-Katanga\147, AV/LAC MALEMBA-NKULU, Q/LIDO GOLF, C/ ET V/LUBUMBASHI, P/HAUT-KATANGA\0992657820\dieudomukebo@gmail.com\15-04-2025
13168\NEXT PLUS AFRICA SARL\FOURNITURES DES BIENS ET SERVICES\CD/LSH/RCCM/23-B-00990\LUBUMBASHI    -    Haut-Katanga\8472, AV. MWELA, Q. GOLF MALELA, C/ ANNEXE, V/ LUBUMBASHI, P/ HAUT-KATANGA\+243854005058\nextplusafrica@gmail.com\15-04-2025
13197\EPHRAOIL MULTISERVICE SARL\FOURNITURE DES BIENS ET SERVICES\CD/LSH/RCCM/24-B-01992\LUBUMBASHI    -    Haut-Katanga\104, AV. SENDWE, Q/ MAKUTANO, C/ ET V/ LUBUMBASHI, P/ HAUT-KATANGA\\sublimfete@gmail.com\15-04-2025
13200\ROSCHESLI CORPORATION SASU\SERVICES\CD/LSH/RCCM/25-B-00023\LUBUMBASHI    -    Haut-Katanga\80, AV. KIGOMBE, Q/ METEO, C/ ANNEXE, V/ LUBUMBASHI, P/ HAUT-KATANGA\+243999457226\info@roschesli.co.za\15-04-2025
13224\ETABLISSEMENT YES GRAPHICS\FOURNITURE DES BIENS\CD/LSH/RCCM//24-A-00001\LUBUMBASHI    -    Haut-Katanga\85, AV. KASOMBO, Q/ MAKUTANO, C/ LUBUMBASHI, V/ LUBUMBASHI, P/ HAUT-KATANGA\0995728735\yesgraphics9@gmail.com\15-04-2025
13203\COMMON PROJECT MULTI-SERVICES SARL\SERVICES\CD/LSH/RCCM/24-B-00860\LUBUMBASHI    -    Haut-Katanga\10, AV. KAMASAKA, Q/ BAUDOUIN, C/ LUBUMBASHI, V/ LUBUMBASHI, P/ HAUT-KATANGA\+243 890 310 108\chris.malu@commonproject.me\15-04-2025
13212\KNB GROUP SARL\EXPLOITATION MINIERE\CD/LSH/RCCM/25-B-00083\LUBUMBASHI    -    Haut-Katanga\AV. LEON NTALE, Q/ KASANGIRI, C/ ANNEXE, V/ LUBUMBASHI, P/ HAUT-KATANGA\0991524363\yenkordc@gmail.com\15-04-2025
13205\VAHID ENGINEERING CORPORATION SARL\SERVICES\CD/LSH/RCCM /25-B-00273\LUBUMBASHI    -    Haut-Katanga\56, AV. MANIEMA, Q/ KIMBUABUA, C/ ET V/ LUBUMBASHI, P/ HAUT-KATANGA\0993211557\malangovictoire41@gmail.com\15-04-2025
13266\SOCIETE D'ASSISTANCE A LA MINE SARLU\SERVICES\CD/LSH/RCCM/24-B-01078\LUBUMBASHI    -    Haut-Katanga\1034, AV. KILELABALANDA, Q/ KIBWABWA, C/ ET V/ LUBUMBASHI, P/ HAUT-KATANGA\0858676667\olivierfwan1@gmail.com\15-04-2025
13223\MINING ENGINEERING GROUP SARL\SERVICES\CD/LSH/RCCM/25-B-00152\LUBUMBASHI    -    Haut-Katanga\18, AV. MANIEMA, Q/ MAKUTANO, C/ ET V/ LUBUMBASHI, P/ HAUT-KATANGA\+243999359002\elka@meg-sarl.com\15-04-2025
13283\EMONEY GROUP SARL\AGRICULTURE\CD/LSH/RCCM/19-B-5832\LUBUMBASHI    -    Haut-Katanga\11, AV, LUBUMBASHI, Q/ MAKOMENO, C/ ET V/ LUBUMBASHI, P/ HAUT-KATANGA\+243813239888\groupemoney33@gmail.com\15-04-2025
13232\LEGO BUSINESS SARL\SERVICES\CD/LSH/RCCM/25-B-00176\LUBUMBASHI    -    Haut-Katanga\01,AV/ RUE 13 , Q/ CITE KARAVIA , C/ ET V/ LUBUMBASHI , P/ HAUT -KATANGA\0901442570\legobusiness96@gmail.com\15-04-2025
13125\NEW RATNER SAS\EXTRACTION, RAFFINERIE ET COKEFA\CD/KWZ/RCCM/25-B-00020\LIKASI    -    Haut-Katanga\4034, AV. CHEMIN PUBLIC, Q/ KAZEMBE, C/ MANIKA, V/ KOLWEZI, P/ LUALUBA\+243990530212\afgcrsarlu2018@gmail.com\15-04-2025
13229\TRICK CONSTRUCT SAS\BÂTIMENTS ET TRAVAUX PUBLICS (BTP)\CD/LSH/RCCM/22-B-02092\KIPUSHI    -    Haut-Katanga\618, AV. KAMARENGE,  Q/ KAMARENGE ,C/KAPONDA, V/ KIPUSHI, P/ HAUT-KATANGA\0815176854\trickconstruct@gmail.com\15-04-2025
10753\KBBA SOLUTIONS SERVICES  SARL\FOURNITURE DES BIENS ET SERVICES\CD/BIA/RCCM/23-B-132010715\BUNIA    -    Ituri\Q/ LUMUMBA, C/ MBUNYA, V/BUNIA, P/ ITURI\+243813222010\kbbasolutionsservicessarl48@gmail.com\15-04-2025
13612\COOPERATIVE MINIERE ET AGRO FORESTIERE TSHIMUNA MABI\FOURNITURE DES BIENS\CD/MBM/RCCM/17-A-897\MBUJI MAYI    -    Kasaî Oriental\135, AV/INGA, V/ MBUJI MAYI, P/KASAI ORIENTAL\+243 895389469\fabristshibangu@gmail.com\15-04-2025
6645\TAMS SARL\SERVICES\CD/KNG/RCCM/20B-01273\KINSHASA    -    Kinshasa\04.AV/ NZOLANTIMA, Q/BASOKO, C/ NGALIEMA, V/ ET P/KINSHASA\+243813116439\joe@taims.cd\15-04-2025
12151\MALAKITE SARL\CONSEILS, SERVICES, ACCOMPAGNEMENT JURIDIQUE ET FINANCIER\CD/KNG/RCCM/24-B-01816\KINSHASA    -    Kinshasa\58, AV. OKITO, Q/ BINZA-PIGEON, C/ NGALIEMA, V/ ET P/ KINSHASA\+243813378232\lorraineveringa@gmail.com\15-04-2025
13396\MUSAU ENTREPRISES SARL\INFRASTRUCTURE,TRANSFORMATION NUMÉRIQUE,CONSEIL ET COMMERCE\CD/KNG/RCCM/24-B-02481\KINSHASA    -    Kinshasa\30, AV. BOYATA, Q/MONT DES ARTS, C/LINGWALA, V/ ET P/ KINSHASA\+243829759436\wilmotgibson@musau-entreprise.com\15-04-2025
11418\GENERAL MAINTENANCE AND SERVICES SARL\TRANSPORT ET EXPLOITAION D'INFRASTRUCTURES DE TRANSPORT\CD/KNG/RCCM/24-B-02382\KINSHASA    -    Kinshasa\166,AV/LOWA, C/KINSHASA, V/ ET P/KINSHASA\+2438567890003\llawfirm23@gmail.com\15-04-2025
12615\ROYAL CONSTRUCT AND BUSINESS SARL\CONSTRUCTION\CD/KNG/RCCM/23-B-02720\KINSHASA    -    Kinshasa\36,AV/KINGATOKO,Q/MITENDI, C/MONGAFULA, V/ ET P/KINSHASA\0818885705/082208806\contact@royal-cb.com\15-04-2025
13287\EVIDENCE FOR SUBSTAINABLE HUMAN DEVELOPMENT SYSTEMS IN AFRICA DRC SARL\SERVICES\CD/KNM/RCCM/19-B-00290\KINSHASA    -    Kinshasa\B3J N654,Q/SALONGO,C/LEMBA,V/ ET P/KINSHASA\+243819963027\dirchkayembe@yahoo.fr\15-04-2025
13548\KING IMPACT SARL\CONSEIL ET GESTION IMMOBILIERE, COMMERCE GENERAL, SERVICES\CD/KNG/RCCM/25-B-00208\KINSHASA    -    Kinshasa\60, AV. UVIRA, Q/ GOLF, C/ GOMBE V/ ET P/ KINSHASA\0854293591\magalidab6@hotmail.com\15-04-2025
12826\ENTREPRISE DES CONSTRUCTIONS MODERNES SARL\CONSTRUCTION\CD/KIN/RCCM/14-B-3195\KINSHASA    -    Kinshasa\10, AV.TSHANGA, ,Q/ MAKELELE, C/ BANDALUNGWA , V/ ET P/KINSHASA\+243819935014\zoekapinga215@gmail.com\15-04-2025
12987\ENVIRONMENT OFFICE CONGO - DRC SARL\SERVICES\CD/KIN/RCCM/14-B-2534\KINSHASA    -    Kinshasa\76 BIS,  AV, VICTOIRE  IMMEBL CONGO-CLUB, 2EME NIV, LOCAL B1, C/ KASA-VUBU, V/ ET P/ KINSHASA\0827007125\eoc.envoffcongo@gmail.com\15-04-2025
13128\KHAM GROUP SERVICES SARL\SERVICES\CD/KNG/RCCM/24-B-03938\KINSHASA    -    Kinshasa\05  AV . MONT DES ARTS  Q. HAUT-COMMANDEMENTS C/ GOMBE V/ET/ KINSHASA\+243815350122\muisangiekatuikiarline@gmail.com\15-04-2025
13161\LA PROVIDENCE SERVICES SARL\CONSTRUCTION\CD/KNM/RCCM/24-B-00797\KINSHASA    -    Kinshasa\23, AV. KIMBEMBO, Q/ MATEBA, C/ LIMETE, V/ ET P/ KINSHASA\+243820251706\laprovidencesarl2024@gmail.com\15-04-2025
13193\VAMS BUSINESS SARL\COMMERCE\CD/KNG/RCCM/24-B-02381\KINSHASA    -    Kinshasa\8403, AV. VALLEE , Q/CLINIQUES , C/GOMBE , V/KINSHASA ,P/KINSHASA\+243810630971\meditshite@gmail.com\15-04-2025
13225\SOCIETE POLYGONE  SARL\CONSTRUCTION ET ASSAINISSEMENT\CD/KNM/RCCM/24-B-01163\KINSHASA    -    Kinshasa\96, AV. NKODIA, Q/ NSANGA, C/KIMBASEKE , V/ DE KINSHASA, P/KINSHASA\+243 825 531 191\contact.polygone2024@gmail.com\15-04-2025
13236\HAUT UELE SERVICE SARL\SERVICES\CD/KNG/RCCM/24-B-02319\KINSHASA    -    Kinshasa\22, AV. KILOSA, C/ LINGWALA, V/ ET P/ KINSHASA\00243840546337\nnkanono@gmail.com\15-04-2025
13210\ETABLISSEMENTS CHEZ L'HONORABLE\HÔTELLERIE, RESTAURATION, CAFÉ\CD/KIN/RCCM/14-A-19147\KINSHASA    -    Kinshasa\1637, AV. MILITANT, Q/ FUNA, C/ BARUMBU, V/ ET P/KINSHASA\0819997974\honorablerdc@gmail.com\15-04-2025
13259\DYSERCO SARL\SERVICES\CD/KNG/RCCM/25-B-00009\KINSHASA    -    Kinshasa\9, AV. PERE BOKA, CONCESSION CEPAS, Q/ LEMERA, C/ GOMBE, V/ ET P/ KINSHASA\+243970091485\Secretariat@mawisaconsulting.com\15-04-2025
13274\AFRICAN CHIL WORLD WIDE SARLU\MINES,IMPORT-EXPORT ET COMMERCE GENERAL\CD/KNG/RCCM/24-B-04366\KINSHASA    -    Kinshasa\1547,BOULEVARD DU 30 JUIN,C/GOMBE\+243829412899\africanchildworldwide@outlook.com\15-04-2025
13238\KAC SARL\SERVICES\CD/KNG/RCCM/24-B-03757\KINSHASA    -    Kinshasa\67, AV. MONTS DES ARTS, Q/ GOLF, C/ GOMBE, V/ ET P/ KINSHASA\0813522407\kac2025@gmail.com\15-04-2025
12436\MERAKI ADVISORY GROUP SARL\FOURNITURE DES BIENS ET SERVICES\CD/KWZ/RCCM/24-B-00363\KOLWEZI    -    Lualaba\852, AV. LUSANGA, Q/ BIASHARA, C/ DILALA, V/ KOLWEZI, P/ LUALABA\+243973500100\parfaitkatayi56@gmail.com\15-04-2025
12955\G2TECH ENGINEERING SARL\CONSTRUCTION ET GENIE CIVIL\CD/KZI/RCCM/18-B-715\KOLWEZI    -    Lualaba\08, AV. DU 30 JUIN, Q/ MUTOSHI, C/ MANIKA, V/ KOLWEZI, P/ LUALABA\+243811422227\josemarrel2016@gmail.com\15-04-2025
13095\DIMUKA RDC  SARL\COMMERCE\CD/LSH/RCCM/25-B-00069\KOLWEZI    -    Lualaba\68, AV. MASENGO KITENDELE, Q/, JOLI SITE, C/ MANIKA, V/ KOLWEZI, P/LUALABA\0995057113\dibwedidier226@gmail.com\15-04-2025
13088\LUALABA SOLUTIONS SARL\CONSTRUCTION\CD/LSH/RCCM/25-B-00018\KOLWEZI    -    Lualaba\597,AV. LUBUDI, Q/ LATIN, C/ MANIKA, V/KOLWEZI, P/LUALABA\0819700007\patientmahamba@gmail.com\15-04-2025
13164\KAMELO LOGISTICS SARL\TRANSPORT, LOGISTIQUE\CD/KWZ/RCCM/24-B-00458\KOLWEZI    -    Lualaba\332,  AV. KALIMA  , C/ MANIKA , V/ KOLWEZI , P/ LUALABA\+243971521707\info@kamelologistics.com\15-04-2025
13234\GROUP DESIDOR SARL\TRANSPORT, LOGISTIQUE\CD/KWZ/RCCM/25-B-00031\KOLWEZI    -    Lualaba\21, AV. LULUA, Q/ MUTOSHI, C/ MANIKA, V/ KOLWEZI, P/ LUALABA\0820161591\mangengesadesire@gmail.com\15-04-2025
9646\ETABLISSMENTS I-TECH AFRICA\INFORMATIQUE\CD/GOM/RCCM/16-A-02588\GOMA    -    Nord-Kivu\AV/ 20 MAI, Q/LES VOLCANS,BLVD KANTAMUHANGA,V/GOMA,P/NORD-KIVU\+243822852341\itechafricadrc@gmail.com\15-04-2025
11058\DOXA CONSTRUCT SARLU\SERVICES\CD/KIS/RCCM/16-B-1427\KISANGANI    -    Tshopo\2 AV/ REME AVENUE Q/ DES MUSICIENS C/ MAKISO V/ KISANGANI P/TSHOPO\0819333888\doxaconstruct@gmail.com\15-04-2025
13053\GEOGIS CONSULTING SARL\SERVICES\CD/LSH/RCCM/17-B-4725\BUKAVU    -    Sud-Kivu\22, AV/KIBOMBO, Q/NDENDERE, C/IBANDA, V/BUKAVU, P/SUD-KIVU\+243812052633\geogisconsulting1@gmail.com\15-04-2025
13207\MAXIMA SERVICE SARL\FOURNITURES DES BIENS\CD/KIS/RCCM/25-B-00021\KISANGANI    -    Tshopo\90 BLVD DU 30 JUIN , C/MAKISO , V/KISANGANI ,P/ TSHOPO\0810900757\alphaahuka@gmail.com\15-04-2025
11542\TATIANA NGUYA MAZANDU GROUPE SARLU\SERVICES\CD/LSH/RCCM/24-B-01174\LUBUMBASHI    -    Haut-Katanga\67, AV/MANIEMA, Q/MAKUTANO, C/LUBUMBASHI, V/LUBUMBASHI, P/HAUT-KATANGA\+243815335973\tatiananguya@gmail.com\15-04-2025
11474\ÉTABLISSEMENT QUIN LE TRESOR\SERVICES\CD/LSH/RCCM/24-A-00652\LUBUMBASHI    -    Haut-Katanga\3, AV/ MUNUA, Q/ GOLF KARAVIA, C/ ANNEXE, V/ LUBUMBASHI, P/ HAUT-KATANGA\+243997305584\naetiailunga@gmail.com\15-04-2025
13521\ETABLISSEMENT TAMAR\SERVICES\CD/LSH/RCCM/23-A-00809\LUBUMBASHI    -    Haut-Katanga\10, AV/ KIBANGU, Q/MAKUTANO, C/LUBUMBASHI, V/LUBUMBASHI, P/HAUT-KATANGA\0815335973\tatiananguya@gmail.com\15-04-2025
13526\SOCIETE GENERALE DES SERVICES SARL\SERVICES\CD/KZI/RCCM/15-B-286\LUBUMBASHI    -    Haut-Katanga\67, AV/MANIEMA, Q/MAKUTANO, C/LUBUMBASHI, V/LUBUMBASHI, P/HAUT-KATANGA\0815335973\tatiananguya@gmail.com\15-04-2025
13610\ÉTABLISSEMENT BARLY\TELECOMMUNICATIONS\CD/LSH/RCCM/14-A-3641\LUBUMBASHI    -    Haut-Katanga\4, ROUTE KASUMBALESA, V/LUBUMBASHI, P/HAUT-KATANGA\0814007171\mburho.clarisse@gmail.com\15-04-2025
12121\MOSAIC BUSINESS CONSTRUCTION SARL\SERVICES\CD/LSH/RCCM/24-B-01661\LUBUMBASHI    -    Haut-Katanga\68, AV/ KASAI, Q/ MAKUTANO, C/ ET V/ LUBUMBASHI, P/ HAUT-KATANGA\0992667812\mosaicbusinessconstructionsarl@gmail.com\15-04-2025
11834\DAMUKAT CONSTRUCTION SUPPLY MAINTENANCE SERVICES SARL\CONSTRUCTION ET GENIE CIVIL\CD/LSH/RCCM/24-B-01115\LUBUMBASHI    -    Haut-Katanga\634, AV. KILELA BALANDA, Q/ MAKUTANO, C/ ET V/ LUBUMBASHI, P/ HAUT-KATANGA\+243811344717\anadeclba@gmail.com\15-04-2025
2117\CUBITUS SARL\COMMERCE\CD/KNG/RCCM/20-B-00030\KINSHASA    -    Kinshasa\4955, AV/ KALUME, C/GOMBE,V/ ET P/KINSHASA\+243991008009\cubitus148@gmail.com\15-04-2025
11476\DIELA MANO SARL\SERVICES\CD/KNM/RCCM/21-B-00115\KINSHASA    -    Kinshasa\67, AV/MANIEMA, Q/MAKUTANO, C/LUBUMBASHI, V/LUBUMBASHI, P/HAUT-KATANGA\+243826369761\dielamano.sarl@gmail.com\15-04-2025
11475\ETABLISSEMENT DN PRODUCTION\SERVICES\CD/KNM/RCCM/18-A-00466\KINSHASA    -    Kinshasa\67, AV/MANIEMA, Q/MAKUTANO, C/LUBUMBASHI, V/LUBUMBASHI, P/HAUT-KATANGA\+243810128259\dollynguya@gmail.com\15-04-2025
8669\BRAVO BUSINESS AGENCY SARL\SERVICES\CD/LSH/RCCM/16-B-4245\LUBUMBASHI    -    Haut-Katanga\534, AV. MAMAN YEMO,C/LUBUMBASHI , V/ LUBUMBASHI ,P/HAUT-KATANGA\0999205148\bravobusinessagency01@gmail.com\28-03-2025
